"evaluation_id","participant_id","n_lineups","age","gender","academic_study","computer_mouse","recruitment","dataset_id","set","curvature","target","null","scale","correct","response_no","conf_level","choice_reason"
"5e0b49c363a19f8f691c4c40167a54c3","ae0fc107ee5d77e492965c9ec5916726",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"15","Certain","Clustering, Different slope"
"5e0b49c363a19f8f691c4c40167a54c3","ae0fc107ee5d77e492965c9ec5916726",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"20","Certain","Clustering, Different slope"
"5e0b49c363a19f8f691c4c40167a54c3","ae0fc107ee5d77e492965c9ec5916726",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"7","Certain","Clustering, Different slope"
"5e0b49c363a19f8f691c4c40167a54c3","ae0fc107ee5d77e492965c9ec5916726",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"8","Certain","Clustering, Different slope"
"ca76b4fc61a3ee5dc8017eccb2ab5198","6430c0749732809e73c1c571f939f796",1,"26-30","Male","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"5","Very Certain","Clustering"
"810aea78973f64ac9a774a033a98d4d9","2a1833670afc9600f4a0e936ab7051d3",3,"19-25","Variant/Nonconforming","Some Graduate Courses","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"5","Certain","Clustering"
"e20d9347907d1eb42cef2e3728e340d3","2a1833670afc9600f4a0e936ab7051d3",3,"19-25","Variant/Nonconforming","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Certain","Clustering"
"e20d9347907d1eb42cef2e3728e340d3","2a1833670afc9600f4a0e936ab7051d3",3,"19-25","Variant/Nonconforming","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"19","Certain","Clustering"
"4626f22d22bde0cdc008d8ebd5e994a9","2a1833670afc9600f4a0e936ab7051d3",3,"19-25","Variant/Nonconforming","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"18","Uncertain","Different range"
"5e00add9dcb491cc2f4d63fb86a976c3","c6f68bff8bfa8d64a597bf53786e413a",1,"19-25","Female","Some Graduate Courses","No","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"18","Neutral","Different slope"
"3029b7bbb0f1590e9b9e53a573649e5e","be28cde93616fe46ae21f3fe6c347580",1,"19-25","Female","High School or Less","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"11","Neutral","Clustering"
"eeee78db473609112b1b1d2421381324","5ca042157e0fc527c730f113a6569ca8",1,"19-25","Male","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"12","Uncertain","Clustering"
"224cef2afc11b3a40500836a347a0c99","fc82bf9e2aca0cf9148d03b0354fc9e2",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"7","Very Certain","Clustering"
"b87613b1475b65d9da6d8846a1ee2617","fc82bf9e2aca0cf9148d03b0354fc9e2",2,"26-30","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"5","Certain","Outlier(s)"
"dc0ad1f5d41d0a0d16bccbd03bff03ab","2542e2f52375dc2613a59af370505962",1,"19-25","Female","Graduate Degree","No","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"17","Very Uncertain","Clustering"
"dce695c918332fc1f4dcf1304420302a","3c31458f1aeafb3549187894ebcd967a",1,"19-25","Male","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Uncertain","Different shape"
"8893a6788c75cbc2a0d82b67d9eeeb5b","2165067493f1245f89841dbdd6e98227",1,"19-25","Female","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"20","Neutral","Different shape"
"2fba10a1ed040604cf597c029b20898b","c3a3b724a5e078ba43a982818a8b9db0",2,"19-25","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"4","Neutral","Clustering"
"2fba10a1ed040604cf597c029b20898b","c3a3b724a5e078ba43a982818a8b9db0",2,"19-25","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"5","Neutral","Clustering"
"2fba10a1ed040604cf597c029b20898b","c3a3b724a5e078ba43a982818a8b9db0",2,"19-25","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"7","Neutral","Clustering"
"980555181bf3f47b63de4ae297b63cf6","c3a3b724a5e078ba43a982818a8b9db0",2,"19-25","Female","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"7","Neutral","Different range"
"b790287c6c201471929b1766e5ac1abd","0d8d494e5d7c46d17a2bd041948806eb",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"20","Neutral","Different shape"
"6a926900107b88eb1d90f793cd1b0781","0d8d494e5d7c46d17a2bd041948806eb",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"18","Neutral","Different shape"
"e4981dbcb901cee3d89a61ed041ba402","cdb5a1bb146b1dcfabc640212dcb3ad3",2,"19-25","Male","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"11","Certain","Different range"
"e4981dbcb901cee3d89a61ed041ba402","cdb5a1bb146b1dcfabc640212dcb3ad3",2,"19-25","Male","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"16","Certain","Different range"
"42a4d0881f340067c75cd4a3724b679a","cdb5a1bb146b1dcfabc640212dcb3ad3",2,"19-25","Male","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"11","Uncertain","Different range"
"205d8533ad4662e12e82da1e9fa5c546","f1091d7f85986c8b72a1540f00792618",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"6","Neutral","Clustering"
"205d8533ad4662e12e82da1e9fa5c546","f1091d7f85986c8b72a1540f00792618",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"11","Neutral","Clustering"
"42a7914b993cb26f379dffb7db473a35","f1091d7f85986c8b72a1540f00792618",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"14","Neutral","Outlier(s)"
"42a7914b993cb26f379dffb7db473a35","f1091d7f85986c8b72a1540f00792618",2,"19-25","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"19","Neutral","Outlier(s)"
"a10614a497443569cd3cbbdb8881bbfa","af351a4cff12ef3a39d4d9b90c1b5ea8",1,"Over 60","Male","High School or Less","No","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"20","Neutral","Clustering, Different shape"
"796c0fa10c8326bef8a26e81ad428936","5d8703904fc528cf3ca7ec3f89fa806c",2,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Neutral","Clustering, Different range"
"a5af9089dd352448ce93e953d0f85867","5d8703904fc528cf3ca7ec3f89fa806c",2,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"5","Neutral","Clustering, Outlier(s)"
"19bda63daa5dea1713c7daad32a28c5e","7f475c2ea0940f6ab372994b16b1d335",1,"36-40","Male","Prefer not to answer","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"11","Neutral","Clustering, Different shape, Different slope"
"207be745d250ea4436acfd11bef5d5df","e9ea9875fe4c8941bc93c81cf59979c0",1,"19-25","Female","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"8","Neutral","Outlier(s)"
"9680569a513963f264783c2e5c8da5dd","b197cd5ee399484d36023056b3e23b5d",1,"36-40","Female","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"11","Neutral","Different shape"
"3517e50ec5cffd1ce9ad0e460e9e4084","b66d28881ee9e1dc5bc743b5f5237c21",1,"36-40","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"9","Very Uncertain","Clustering"
"799746b05cf98ff7425202c03492a1b3","f7a489bae837387534a97d867fd310b9",2,"26-30","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"18","Uncertain","Clustering"
"9c6ee5236d765784219ec74cda8b45ad","f7a489bae837387534a97d867fd310b9",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"7","Neutral","Clustering, Outlier(s)"
"d4ae9cce4509fb8b40ac55b191f4eb77","1ccc6fd00f3e82797a1fa9871c057fd3",2,"19-25","Male","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"14","Neutral","Clustering"
"5804163b2bb64db4f53b2691c0b7147f","1ccc6fd00f3e82797a1fa9871c057fd3",2,"19-25","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"7","Uncertain","Outlier(s)"
"a0603bf4f319e36f73ed676f4b7518d8","8cdebd08938729bc254851e7eff23294",2,"36-40","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"18","Certain","Different shape"
"03c8ba953fb7eae7c856ff9656617de8","8cdebd08938729bc254851e7eff23294",2,"36-40","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"2","Neutral","Different range"
"959748c9dd276e590eebad01fa64c599","8f8316acd725cd828958c9520b0497bd",1,"26-30","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"19","Neutral","Different shape, Different slope"
"f7672df18f113416ddb9d272203ed0bc","5a0631344d29a898744786ec47354614",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"11","Uncertain","Different shape"
"3476a0ed23d08ef40d20d1162e750080","5a0631344d29a898744786ec47354614",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"19","Very Certain","Different slope"
"863c313d17ff88cebc3cc41f06a1dd7b","b5e4e099b1b8428e241f5142b6c7db5b",1,"26-30","Male","Some Undergraduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"5","Neutral","Clustering, Different range"
"863c313d17ff88cebc3cc41f06a1dd7b","b5e4e099b1b8428e241f5142b6c7db5b",1,"26-30","Male","Some Undergraduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"20","Neutral","Clustering, Different range"
"9fa9315ea897f0fd2aec3f27aaa98763","7e253ee2e500eb504dd9dc29e91018f0",1,"41-45","Male","High School or Less","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"15","Neutral","Clustering"
"2f6a648b72d54209f4daf675f50f608a","7193582ca5140512ab7876cac8b52d1e",1,"26-30","Male","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"2","Neutral","Clustering"
"833cad3bdecb5aaa5bb5a344a08c03b5","b66d28881ee9e1dc5bc743b5f5237c21",1,"36-40","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"18","Neutral","Clustering, Different shape"
"991375866bdf14484b6434aae5242d82","b2130de6830595e135d99843c9313ba2",1,"19-25","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"6","Uncertain","Clustering"
"d7784a75dc676dc3a0ff5bf574f3181e","938f00755e35ac068da96a12901a246b",1,"19-25","Male","High School or Less","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Uncertain","Different range"
"1414e40219fabfa7a23aed7f60f9454f","721a945b4cf82d3fb260f5b999f2b283",2,"26-30","Female","Undergraduate Degree","No","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Neutral","Clustering, Different shape, Different slope"
"f7c90243e2eee9f381db16e4d2605694","721a945b4cf82d3fb260f5b999f2b283",2,"26-30","Female","Undergraduate Degree","No","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"5","Uncertain","Clustering, Different slope"
"f5f1cc5677d5b6d5b7aebe50be2d30c2","7d72eb8f96c29d7f03987e0b951c5177",1,"19-25","Male","Some Graduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"2","Certain","Different shape"
"c6ef681ac29ed15529c027de4c968af8","cb52d3b330a7d4929d3d8f1556d655d0",1,"26-30","Male","Some Undergraduate Courses","No","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"2","Certain","Different range"
"615d11bcfdbcd3e3589e64779df66046","72b14ae66abc33f9c68b73c12b77a155",1,"26-30","Female","Some Undergraduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Neutral","Clustering, Different range"
"e1501ff3a50381beb41c403850e3a2d1","457896bd8a82cb0d08895e1a8b76294c",1,"31-35","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"7","Neutral","Outlier(s)"
"72f6324d16c73780f3d3df870b6f6285","57fb162526a84c2b1977b915c54044aa",2,"31-35","Male","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"17","Certain","Clustering"
"ca45d99953b1210a2459a0f9c7794f99","57fb162526a84c2b1977b915c54044aa",2,"31-35","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"3","Uncertain","Clustering"
"1fd5caf3157cd10adb5a5c55f4bf22fb","990b754acff09dba2fd3909861323a30",1,"26-30","Male","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"19","Certain","Different shape"
"f960f5b088518ce97e1a47a995d4ce35","220b50149195225323fcd39e10cd5179",1,"19-25","Male","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"7","Uncertain","Clustering, Different range"
"4ed33e187e53b7c6fd707f1912cd6cbd","71773a5357b8c5b1fde1464682849b2c",1,"31-35","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"9","Neutral","Different range"
"24c1896fff2f1cad809be7c29f260e46","a2a8b8498b401bfeee0fb58a7b88d807",1,"19-25","Female","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Certain","Outlier(s)"
"7c267286361f817e71f9783ab1c74477","521d5dac8dbf7101d3a9a679f581bb97",1,"19-25","Female","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"6","Certain","Clustering"
"a439229930c0be6dcc2223befcccd22a","80a682ceac993d3804cc9c71ea3fff32",2,"41-45","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"14","Neutral","Outlier(s)"
"9a0ff8d39cf6f4640233ea62a7aa9909","80a682ceac993d3804cc9c71ea3fff32",2,"41-45","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"3","Uncertain","Clustering"
"32c348c154bf008e37535c436558ddea","96002fca5fdb4a7841976d8e17659362",2,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"20","Uncertain","Clustering"
"a3074e88df439c62f4baf2ffbb9b518e","96002fca5fdb4a7841976d8e17659362",2,"31-35","Male","Some Undergraduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Neutral","Clustering"
"9e931c56941d1715b7992de889409249","8a4f57fff953729354e95bbda3a11d89",3,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"14","Uncertain","Clustering"
"440cb09efaba521225c0694c4e4600b0","8a4f57fff953729354e95bbda3a11d89",3,"26-30","Male","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"9","Very Uncertain","Outlier(s)"
"bf2b6b73fe037387026751318d2dee7b","8a4f57fff953729354e95bbda3a11d89",3,"26-30","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"15","Uncertain","Outlier(s)"
"56630921b160d5137a41137903ed3d00","ba75aaed2ff128d2772a255d01e28a22",1,"19-25","Male","High School or Less","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"2","Uncertain","Different range"
"56630921b160d5137a41137903ed3d00","ba75aaed2ff128d2772a255d01e28a22",1,"19-25","Male","High School or Less","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"15","Uncertain","Different range"
"67308b10d28c946957af4ac802da16de","b9e7c4eb8a73ffaaca95bfe85ea8977b",1,"36-40","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"15","Neutral","Clustering"
"ff29d783c70b06ea29265c33df694ed2","80d74726f39bdb4c0b34de465629f6cd",3,"56-60","Female","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"11","Uncertain","Different range"
"5cbe3cc89e002fd9b933f3ff1124806a","80d74726f39bdb4c0b34de465629f6cd",3,"56-60","Female","Undergraduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Uncertain","Clustering"
"c8b04e51b55cee904e21a353e8e25dd2","80d74726f39bdb4c0b34de465629f6cd",3,"56-60","Female","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"5","Neutral","Clustering"
"9e300e166681da3d4ccaa79a6c6a7116","aee264dfdf188c208d86b0473685049e",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"17","Certain","Clustering"
"663bd80903de9014b154b0a08d183500","aee264dfdf188c208d86b0473685049e",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"4","Certain","Clustering"
"059cfbe4f9a78104c9bf989a70fd424d","525c3e1e9ee39eb60222756f7f535b53",1,"19-25","Variant/Nonconforming","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"20","Uncertain","Different shape, Different slope"
"ebc61e207085be939f1075c84aece7ef","100777b044e21d9f67003a5accf4de1b",3,"51-55","Female","High School or Less","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"12","Neutral","Different range"
"142e5fe9f2f4123e2e5bdd49779f671c","100777b044e21d9f67003a5accf4de1b",3,"51-55","Female","High School or Less","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"7","Neutral","Clustering"
"9269a5fef09bdfeb921e71f85095a490","100777b044e21d9f67003a5accf4de1b",3,"51-55","Female","High School or Less","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"20","Uncertain","Clustering"
"0e4e38a766fe792f48c09e8c334f3b05","aaec03842a8e023a6039d653eab4c788",1,"26-30","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"20","Very Uncertain","Clustering"
"c141ff2f00f30eff42e3e129ca7ba34b","4b79700054b1d091c9a55fb3718a61b7",3,"26-30","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"16","Uncertain","Clustering"
"bcf40b84ee9fb26a2cea2cf21b34b444","4b79700054b1d091c9a55fb3718a61b7",3,"26-30","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Very Uncertain","Clustering"
"164b92c8aee2250a62644328782129af","4b79700054b1d091c9a55fb3718a61b7",3,"26-30","Female","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"2","Very Uncertain","Clustering"
"af1f50e285f9493fe184b9f1a48e8f0b","3c66c0218a1b95756b9df2ba1f2c84b9",1,"31-35","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Certain","Different range"
"89b4b462a8bc7dc858e917b941b1d67e","d624a653083064bcc55b3d20f8b74f25",2,"31-35","Female","Some Undergraduate Courses","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"12","Uncertain","Different slope"
"c59edc55f03b532127ab75af5486c18a","d624a653083064bcc55b3d20f8b74f25",2,"31-35","Female","Some Undergraduate Courses","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"7","Uncertain","Clustering"
"e76bb6c34b6a9d40b4d516cb0ccb3594","78095c79488a882e34fbb31aba424545",1,"26-30","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"7","Certain","Different slope"
"719b19a831cc30ea76ba77015b575692","0260b1bbcc46d039108d7a7a120bfd93",2,"26-30","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"17","Certain","Outlier(s)"
"4bfecdf44e4f16fefb356d7883135a21","0260b1bbcc46d039108d7a7a120bfd93",2,"26-30","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Neutral","Clustering"
"97487f869ab23faa0374ca18f563d7f5","78bd94e73984a517eadd539abea8865b",3,"19-25","Male","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"12","Very Certain","Different range"
"97487f869ab23faa0374ca18f563d7f5","78bd94e73984a517eadd539abea8865b",3,"19-25","Male","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"12","Uncertain","Different range"
"81b055747838cb66b33dd90c2dbd7fa3","78bd94e73984a517eadd539abea8865b",3,"19-25","Male","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"10","Uncertain","Clustering"
"d41e3aaeb23c547ad69198c1f54676d4","0882c5a53ea4c278ff08aa5448e539e8",3,"31-35","Female","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"12","Certain","Different range"
"d41e3aaeb23c547ad69198c1f54676d4","0882c5a53ea4c278ff08aa5448e539e8",3,"31-35","Female","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"20","Neutral","Outlier(s)"
"e09570aaf7b3c29d7d8f398af178ba7c","0882c5a53ea4c278ff08aa5448e539e8",3,"31-35","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"6","Neutral","Clustering"
"facc9e4ffe474d7f6a1381a036162ffb","a591e5209a2afe3c325b97c89cbbd723",1,"36-40","Female","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"2","Uncertain","Clustering"
"bfc3a67b45092d5ee8e057ea1804d09f","1b1bc71eeb0097d0bb0bd407af878bab",1,"19-25","Female","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"2","Neutral","Different shape"
"87035e56403c7ce279ed4c824e79bcf0","2b3eccd5e24d392d3613fdd7f4793fb4",1,"31-35","Male","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"14","Certain","Different shape, Outlier(s)"
"c7b68ee8088f585a0c293991601feca4","908ac2e239979151eb1e54eac1b54d10",1,"36-40","Male","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"7","Very Uncertain","Clustering"
"d394880b43b66750da4056c70310c7e2","d9e98b327b4e59cd58a1b48103418654",1,"19-25","Female","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"19","Uncertain","Different range"
"cbefae42afcc9679815939472813e63c","b76d8b50e7ef5217e7370eb527e8ffbb",1,"Over 60","Female","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"4","Certain","Different slope"
"4c66ca1fb98eb8aca14b0d7a4d97ae38","57fb162526a84c2b1977b915c54044aa",1,"31-35","Male","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"3","Certain","Clustering, Different slope"
